unique_value,first_letter,group
Federal Employment Jury Instructions,F,93
Federal Energy Regulatory Commission Decisions,F,93
Federal Evidence Courtroom Manual,F,93
Federal Evidence Practice Guide,F,93
Federal Evidence Practice Guide - Index,F,93
Federal Evidence Tactics,F,93
Federal Evidence Tactics - Index,F,93
Federal Fair Lending and Credit Practices Manual,F,93
Federal Fair Lending and Credit Practices Manual - Index,F,93
Federal False Claims Act and Qui Tam Litigation,F,93
Federal Government Broadcast Alerts (Abstracts),F,93
Federal Government Real Estate Leasing,F,93
Federal Grand Jury Practice and Procedure,F,93
Federal Grants Management (Thompson Grants),F,93
Federal Grants Single Audit (Thompson Grants),F,93
Federal Habeas Corpus Practice and Procedure,F,93
Federal Habeas Corpus: Cases and Materials (CAP)*,F,93
Federal Human Resources Week,F,93
Federal Income Taxation of  Corporations Filing Consolidated Returns - Index,F,93
Federal Income Taxation of Corporations Filing Consolidated Returns,F,93
Federal Income Taxation of Debt Instruments*,F,93
Federal Income Taxation of Inventories,F,93
Federal Income Taxation of Inventories - Index,F,93
Federal Income Taxation of Life Insurance Companies,F,93
Federal Income Taxation of Life Insurance Companies - Index,F,93
Federal Income Taxation of S Corporations (Eustice & Kuntz) **,F,93
"Federal Income, Gift and Estate Taxation",F,93
"Federal Income, Gift and Estate Taxation - Index",F,93
"Federal Jury Instruction Filings, Combined",F,93
Federal Labor Relations Authority ALJ Decisions,F,93
Federal Labor Relations Authority Decisions,F,93
Federal Legal Research (CAP)*,F,93
Federal Legislative Bill History,F,93
Federal Litigation Guide,F,93
Federal Litigation Guide - Index,F,93
Federal Litigation Guide: New York and Connecticut,F,93
Federal Litigation Guide: New York and Connecticut - Index,F,93
Federal Maritime Commission Decisions,F,93
Federal Mine Safety and Health Review Commission Decisions,F,93
Federal Motions PDFs Only,F,93
Federal Motor Carrier Safety Administration,F,93
Federal News Service,F,93
Federal Other Court Documents PDFs Only,F,93
Federal Pleadings PDFs Only,F,93
Federal Power Commission Decisions,F,93
Federal Prison Guidebook,F,93
Federal Probation **,F,93
Federal Public School Law Guidebook,F,93
Federal Public School Law Guidebook - Index,F,93
Federal Public Sector Labour Relations and Employment Board Decisions,F,93
Federal Register,F,93
Federal Regulation Tracking,F,93
Federal Reserve Applications Approval/Denials,F,93
Federal Reserve Bank of Cleveland Economic Commentary **,F,93
Federal Reserve Board Supervision & Regulation Letters,F,93
Federal Reserve Bulletin,F,93
Federal Reserve H2's,F,93
Federal Reserve Interpretive Letters,F,93
Federal Reserve Orders and Notices,F,93
Federal Reserve Policy Statements and Actions,F,93
Federal Reserve Regulatory Service,F,93
Federal Reserve Rules and Regulation Process,F,93
"Federal Reserve Speeches, Testimonies and News Releases",F,93
Federal Reserve Written Agreements,F,93
Federal Rules of Evidence Manual,F,94
Federal Rules of Evidence Manual - Index,F,94
Federal Sector Equal Employment Opportunity Practice Guide,F,94
Federal Sentencing Reporter,F,94
Federal Sentencing for Business Crimes,F,94
Federal Service Impasses Panel Decisions,F,94
Federal Standards of Review,F,94
Federal Standards of Review - Index,F,94
Federal Tax Accounting (Gertzman) **,F,94
Federal Tax Day Archive (1989-2019)*,F,94
Federal Tax Litigation,F,94
Federal Tax Practice and Procedure,F,94
Federal Tax Practice and Procedure - Index,F,94
Federal Tax Weekly Archive (1999-2019),F,94
Federal Taxation of Financial Instruments & Transactions (Keyes) **,F,94
"Federal Taxation of Income, Estates & Gifts (Bittker & Lokken) **",F,94
Federal Taxation of Intellectual Property Transfers,F,94
Federal Taxation of Municipal Bonds,F,94
Federal Taxation of Oil and Gas Transactions,F,94
Federal Taxation of Real Estate,F,94
Federal Taxation of S Corporations,F,94
Federal Taxes Affecting Real Estate,F,94
Federal Taxes Affecting Real Estate - Index,F,94
Federal Times - Digital Edition,F,94
Federal Times - Newspaper Edition,F,94
Federal Trade Commission Decisions,F,94
"Federal Trade Commission: Law, Practice and Procedure",F,94
Federal Trial Guide,F,94
Federal Wage System Manual,F,94
Federal Water Pollution Control Act Amendments of 1972 Legislative History,F,94
Federal Way Mirror (Washington),F,94
Federal and State Court Orders,F,94
Federalna Novinska Agencija (Bosnia and Herzegovina),F,94
Federation of Defense and Corporate Counsel Quarterly **,F,94
Federation of the Gulf Cooperation Council (GCC) Chambers News,F,94
Federation of the Gulf Cooperation Council (GCC) Chambers News (Arabic),F,94
Fee Agreement Compendium (OSB),F,94
Feed Mix (English),F,94
Feed Tech (English),F,94
FeedNavigator.com,F,94
Feilding-Rangitikei Herald (New Zealand),F,94
Felasteen,F,94
Feliciter **,F,94
Fellbacher Zeitung,F,94
Feminin Psycho,F,94
Feminin Sante,F,94
Feminin pratique,F,94
Feminist Criminology,F,94
Feminist Legal Studies,F,94
Fen-Phen/Redux: Mealey's Litigation Report,F,94
Fender Bender,F,94
Fenland Citizen (England),F,94
"Fergus Falls Daily Journal, Minn",F,94
"Ferpress- Agenzia di Informazione Ferrovie, Trasporto Locale e Logistica",F,94
Ferrara on Insider Trading and The Wall,F,94
Fertigung,F,94
Fertility and Sterility **,F,94
Fibre2Fashion,F,94
Fiduciary Litigation in the Probate Court (MCLE),F,94
Field & Stream,F,94
Field & Stream (Proquest) **,F,94
Field Crops Research **,F,94
Field Mycology **,F,94
Fierce Electronics,F,94
Fierce Network,F,94
FierceBigData,F,94
FierceBiomarkers,F,94
FierceBiotech,F,94
FierceBiotech CRO,F,94
FierceBiotech IT,F,94
FierceBiotech Medical Devices,F,94
FierceBiotech Research,F,94
FierceCEO,F,94
FierceCFO,F,94
FierceCIO,F,94
FierceCIO:TechWatch,F,94
FierceCMO,F,94
FierceCRO,F,94
FierceCable,F,94
FierceContentManagement,F,94
FierceDeveloper,F,94
FierceDiagnostics,F,94
FierceDrugDelivery,F,94
FierceEMR,F,94
FierceEnergy,F,94
FierceEnterpriseCommunications,F,94
FierceFinance,F,94
FierceFinanceIT,F,94
FierceGovernment,F,94
FierceGovernmentIT,F,94
FierceHealthFinance,F,94
FierceHealthPayer,F,94
FierceHealthcare,F,94
FierceHealthcare IT,F,94
FierceHealthcare Payer,F,94
FierceHomelandSecurity,F,94
FierceIPTV,F,94
FierceITSecurity,F,94
FierceMedicalDevices,F,94
FierceMedicalImaging,F,94
FierceMobileContent,F,95
FierceMobileGovernment,F,95
FierceMobileHealthcare,F,95
FierceMobileIT,F,95
FierceMobileRetail,F,95
FierceOnlineVideo,F,95
FiercePharma,F,95
FiercePharma Manufacturing,F,95
FiercePharma Marketing,F,95
FiercePharma Pharma Asia,F,95
FiercePharma Vaccines,F,95
FiercePracticeManagement,F,95
FierceRetail,F,95
FierceSmartGrid,F,95
FierceWireless 5G,F,95
FierceWireless IOT,F,95
FierceWireless:Europe,F,95
FierceWirelessTech,F,95
Fife Free Press,F,95
Fife Today,F,95
Fifth Circuit Criminal Handbook,F,95
Fifth Estate **,F,95
Fifty-State Survey: Daubert v. Frye-Admissibility of Expert Testimony (ABA),F,95
Fifty-State Survey: The Law of Class Action 2022 (ABA),F,95
Fiji Times and Sunday Times,F,95
Fil AOF,F,95
FilGoal,F,95
Filey & Hunmanby Mercury,F,95
Filing Services Canada,F,95
"Filipino Express, The **",F,95
Filtration + Separation **,F,95
Filtration Industry Analyst **,F,95
FinEcon (Bücher),F,95
FinEcon - Fachzeitschriften,F,95
Finality of Judgments and Other Appellate Trigger Issues (MSBA),F,95
"Financas Publicas, Tributacao e Desenvolvimento **",F,95
"Finance & Commerce (Minneapolis, MN)",F,95
Finance - Der Markt für Unternehmen und Finanzen **,F,95
Finance Act,F,95
Finance Asia,F,95
Finance Bill 2022-23,F,95
Finance Bill Tracking Service,F,95
Finance Bills Archive,F,95
Finance Colombia,F,95
"Finance News (Brazil, Portuguese Language)",F,95
Finance Research Letters **,F,95
Finance Wire **,F,95
Finance+ **,F,95
Financement des Particuliers,F,95
Financeswire,F,95
Financial Adviser,F,95
Financial Aspects of Divorce in Massachusetts (MCLE),F,95
Financial Buzz,F,95
Financial Chronicle,F,95
Financial Food (Spanish Language),F,95
Financial Gazette (Harare),F,95
Financial IT Security,F,95
Financial Industry Regulatory Authority (FINRA/NASD) Arbitration Awards,F,95
Financial Industry Regulatory Authority (FINRA/NASD) Disciplinary Actions (OHO/NAC),F,95
Financial Industry Regulatory Authority (FINRA/NASD) Notices to Members,F,95
Financial Mail (South Africa),F,95
Financial Management and Accounting for the Construction Industry,F,95
Financial Management and Accounting for the Construction Industry - Index,F,95
Financial Market Regulatory Wire,F,95
Financial Mirror,F,95
Financial Nigeria,F,95
Financial Planning,F,95
Financial Planning Today,F,95
Financial Post Corporate Surveys-International Company Profiles,F,95
Financial Post Mergers & Acquisitions,F,95
Financial Press,F,95
Financial Review Capital Magazine,F,95
Financial Review Smart Investor,F,95
Financial Services Enforcement Actions via PUBT,F,95
Financial Services Litigation Report:LexisNexis,F,95
Financial Services Monitor Worldwide (English),F,95
Financial Services and Market Tribunal's Decisions Archive,F,95
Financial Standard,F,95
"Financial Times (London, England)",F,95
Financial Times Mandate,F,95
Financial Times Online,F,95
FinancialWire,F,95
Finans Politik & Ekonomik Yorumlar **,F,95
Finanz und Wirtschaft,F,95
Finanz und Wirtschaft Online,F,95
Finanzas.com (Spanish Language),F,95
Finanças Notícias,F,95
"Finanças Públicas, Tributação e Desenvolvimento **",F,95
Finedatta Company & Financial Information of African Companies,F,95
Fineko: Azerbaijan Banks Ranking,F,95
Fingal Independent (Ireland),F,95
Finite Elements in Analysis and Design **,F,95
"Finnish American Reporter, The **",F,95
Finnish Business Digest,F,95
"Finsat News Feed (Mexico, Spanish Language)",F,95
Fintechfutures.com,F,95
"Finwire News (Denmark, Danish Language)",F,95
Finyear,F,95
Finyear.fr,F,95
Fire Chief,F,95
Fire Management Today **,F,96
Fire Safety Journal **,F,96
Firehouse,F,96
Fires **,F,96
First Amendment Law Review,F,96
First Independent rating Agency (FIRA.RU),F,96
First-tier Tribunal (Tax) Transcripts,F,96
Firstline,F,96
Fiscal Notes,F,96
Fiscales.gob (Argentina),F,96
Fish & Shellfish Immunology **,F,96
Fisheries Research **,F,96
Fitness & Wellness Daily,F,96
Fitnessyard,F,96
Fitoterapia **,F,96
Fixed Income Market: News and Comments,F,96
Flagpole **,F,96
Flagstaff Live! (Arizona),F,96
Flair,F,96
Flare,F,96
Flash News Investment,F,96
Fleet Maintenance,F,96
Fleet Owner,F,96
Fleetwood Weekly News,F,96
Fleischwirtschaft,F,96
Fleischwirtschaft International,F,96
Flevopost Dronten,F,96
Flevopost Lelystad,F,96
Flexible Benefits Answer Book,F,96
Flexible Packaging,F,96
Flight Daily & Evening News,F,96
Flight International,F,96
Flightglobal.com,F,96
Flinders News (Fairfax),F,96
Flint Journal (Michigan) **,F,96
Floor Covering Installer,F,96
Floor Trends,F,96
"Flora - Morphology, Distribution, Functional Ecology of Plants **",F,96
Floral Park Dispatch (New York),F,96
"Florence Reminder and Blade-Tribune (Coolidge, Arizona)",F,96
Florida A & M University Law Review,F,96
Florida Administrative Practice,F,96
Florida Appellate Practice,F,96
Florida Automobile Insurance Law,F,96
Florida Bulldog (Fort Lauderdale),F,96
Florida Business Review,F,96
Florida Causes of Action,F,96
Florida Civil Practice Before Trial,F,96
Florida Civil Procedure,F,96
Florida Civil Procedure - Index,F,96
Florida Civil Trial Practice,F,96
Florida Civil Trial Preparation,F,96
"Florida Civil, Judicial, Small Claims, and Appellate Rules with Florida Evidence Code",F,96
Florida Coastal Law Review,F,96
Florida Commercial Landlord Tenant Law,F,96
Florida Commercial Landlord-Tenant Law - Index,F,96
Florida Condominium Law Manual,F,96
Florida Condominium Law Manual - Index,F,96
Florida Condominium and Community Association Law,F,96
Florida Construction Defect Litigation (ALM),F,96
Florida Construction Law and Practice,F,96
Florida Construction Lien Manual,F,96
Florida Construction Lien Manual - Index,F,96
Florida Corporate Practice,F,96
Florida Corporations Manual,F,96
Florida Creditors' Rights Manual,F,96
Florida Creditors' Rights Manual - Index,F,96
Florida Criminal Defense Trial Manual,F,96
Florida Criminal Defense Trial Manual - Index,F,96
Florida Criminal Practice and Procedure,F,96
Florida Criminal Practice and Procedure - Index,F,96
Florida Dissolution of Marriage,F,96
Florida Eminent Domain Practice and Procedure,F,96
Florida Environmental and Land Use Law,F,96
Florida Estates Practice Guide,F,96
Florida Estates Practice Guide - Index,F,96
Florida Evidence Courtroom Manual,F,96
Florida Evidence Manual,F,96
Florida Evidence Manual - Index,F,96
Florida Evidentiary Foundations,F,96
Florida Evidentiary Foundations - Index,F,96
Florida Family Law,F,96
Florida Family Law & Practice,F,96
Florida Family Law Case Summaries,F,96
Florida Family Law Practice Manual,F,96
Florida Family Law Trial Notebook,F,96
Florida Family Laws Rules and Statutes Set,F,96
Florida Forms of Jury Instruction,F,96
Florida Forms of Jury Instruction - Index,F,96
Florida Guardianship Practice,F,96
Florida Journal of International Law.,F,96
Florida Judicial Ethics Opinions,F,96
Florida Judicial Profiles (ALM),F,96
Florida Jurisprudence 2d,F,96
Florida Juvenile Law and Practice,F,96
"Florida Keys Free Press (Marathon, Florida)",F,96
"Florida Keys Keynoter, (Marathon, Fla.)",F,96
Florida Law Review,F,96
Florida Legal Research (CAP)*,F,96
Florida Legislative Bill History,F,96
Florida Maritime Law and Practice,F,97
Florida Market Conduct Examinations,F,97
Florida Municipal Codes,F,97
Florida NewsLine,F,97
Florida Newswire,F,97
Florida Politics,F,97
Florida Probate Code Manual,F,97
Florida Probate Code Manual - Index,F,97
"Florida Probate Rules and Statutes, Rules of Civil Procedure, and Rules of Judicial Administration",F,97
Florida Proceedings after Dissolution of Marriage,F,97
Florida Public Employees Relations Commission,F,97
Florida Real Estate Transactions,F,97
Florida Real Estate Transactions - Index,F,97
Florida Real Property Complex Transactions,F,97
Florida Real Property Litigation,F,97
Florida Real Property Sales Transactions,F,97
Florida Real Property Title Examination & Insurance,F,97
Florida Record,F,97
Florida Residential Landlord Tenant Manual,F,97
Florida Rules of Judicial Administration and Juvenile Procedure,F,97
"Florida Rules of Judicial Administration, Criminal Procedure, Traffic Court, and Appellate Procedure",F,97
Florida Search & Seizure,F,97
Florida Shipper,F,97
Florida Short-Term Rentals: Transient Home Sharing,F,97
Florida Small Business Practice,F,97
Florida Small Firm Practice Tools,F,97
Florida Standard Jury Instructions - Contract and Business Cases,F,97
Florida Standard Jury Instructions in Civil Cases,F,97
Florida Standard Jury Instructions in Criminal Cases,F,97
Florida State University Business Review,F,97
Florida State University Journal of Land Use & Environmental Law,F,97
Florida Supreme Court Briefs(only),F,97
Florida Tax Practice Insights (Expert Commentary on FL Tax Laws),F,97
Florida Today Online,F,97
Florida Torts,F,97
Florida Torts - Index,F,97
Florida Trend Proquest **,F,97
Florida Underwriters,F,97
Florida Will and Trust Forms Manual,F,97
Florida Will and Trust Forms Manual - Index,F,97
Florida's Criminal Justice System (CAP)*,F,97
Flow Measurement and Instrumentation **,F,97
Flower Mound Leader (Texas),F,97
FlowerTech (English),F,97
Fluid Handling Magazine,F,97
Fluid Phase Equilibria **,F,97
Fluids Barriers CNS,F,97
FlyOnTheWall - Events Feed,F,97
FlyOnTheWall - Syndicate Feed,F,97
Flying,F,97
Flying Magazine,F,97
Focus,F,97
Focus Europe,F,97
Focus Guinee,F,97
Focus Knack,F,97
Focus Magazin,F,97
Focus Magazine,F,97
Focus Vif,F,97
Focus on Catalysts **,F,97
Focus on Pigments **,F,97
Focus on Powder Coatings **,F,97
Focus on Surfactants **,F,97
Focus-Money,F,97
"Folha de Pernambuco (Brazil, Portuguese Language)",F,97
"Folha de Sao Paulo, Brazil",F,97
"FolhaNews (Brazil, Portuguese Language)",F,97
Folia Medica **,F,97
Folia Oecologica **,F,97
Folkestone & Hythe Express,F,97
Folkestone Herald Series,F,97
Follow The Money,F,97
Fond du Lac Tribal Court,F,97
Fond du Lac Tribal Law,F,97
Fondi Comuni,F,97
Fonds & Sicav (French Language),F,97
Fondsen & Sicavs,F,97
FooDiva,F,97
Foochia,F,97
Food & Beverage Close-Up(Close-up Media),F,97
Food & Beverages News,F,97
Food & Drink Business (Australia),F,97
Food 360,F,97
Food Bioscience **,F,97
Food Chemistry **,F,97
Food Control **,F,97
Food Daily News,F,97
Food Dive,F,97
Food Engineering,F,97
Food Environmental Virology,F,97
Food Hydrocolloids **,F,97
Food Liability: Mealey's Litigation Report,F,97
Food Management (Penton),F,97
Food Manufacture (William Reed),F,97
Food Microbiology **,F,97
Food Policy **,F,97
Food Processing,F,97
Food Quality and Preference **,F,97
Food Research International **,F,97
Food Safety Tech,F,97
Food Science and Human Wellness **,F,97
Food and Beverage: Ukraine and the world,F,98
Food and Bioproducts Processing **,F,98
Food and Chemical Toxicology **,F,98
Food and Drug Law Journal,F,98
Food and Hospitality World,F,98
Food and Nightlife,F,98
FoodManufacture.co.uk,F,98
FoodNavigator-Asia.com,F,98
FoodNavigator-USA.com,F,98
FoodNavigator.com,F,98
FoodQualityNews.com,F,98
FoodService Europe & Middle East,F,98
FoodTechBiz,F,98
FoodTruckOperator.com,F,98
Foodweek,F,98
Foot and Ankle Clinics **,F,98
Foot and Ankle Surgery **,F,98
Foot revue,F,98
Football.fr (French Language),F,98
"Foothills News (Tucson, Arizona)",F,98
Footwear News,F,98
Footwearnews,F,98
Forbes,F,98
Forbes Advocate (ACM),F,98
Forbes Asia,F,98
Forbes Austria,F,98
Forbes France,F,98
Forbes India,F,98
